latitude (dec.degrees),longitude (dec.degrees),adam_naam,norel,hhi,minecorop
51.424,5.46,Gestel en Blaarthem,0.097799511,0.965260003,Zuidoost-Noord-Brabant
51.96,5.755,Heteren,0.098392916,0.495237395,Arnhem/Nijmegen
51.396,4.329,Ossendrecht,0.098392916,0.962594777,West-Noord-Brabant
51.871,4.782,Bleskensgraaf en Hofwegen,0.099502488,0.884696275,Zuidoost-Zuid-Holland
52.064,5.372,Maarn,0.101832994,0.703842945,Utrecht
52.263,6.712,Delden,0.10228435,0.50548894,Twente
51.359,6.047,Maasbree,0.102564103,0.959538138,Noord-Limburg
52.219,4.922,Vinkeveen en Waverveen,0.102590408,0.468159337,Utrecht
53.148,6.496,Peize,0.103145952,0.909618123,Noord-Drenthe
52.024,5.245,Werkhoven,0.106382979,0.54327049,Utrecht
52.383,6.282,Raalte,0.107394906,0.572867541,Zuidwest-Overijssel
51.403,5.744,Asten,0.108577633,0.983824285,Zuidoost-Noord-Brabant
51.921,5.117,Schoonrewoerd,0.109170306,0.617696557,Zuidoost-Zuid-Holland
51.688,4.91,Raamsdonk,0.112830432,0.605327282,West-Noord-Brabant
51.433,4.378,Huijbergen,0.116686114,0.99301522,West-Noord-Brabant
51.694,5.097,Baardwijk,0.117302053,0.821977657,Midden-Noord-Brabant
51.684,5.068,Waalwijk,0.119760479,0.841559606,Midden-Noord-Brabant
52.08,5.49,Scherpenzeel,0.123355263,0.449544503,Veluwe
51.9,5.3,Buurmalsen,0.125786164,0.519099778,Zuidwest-Gelderland
51.934,5.701,Hemmen,0.128452152,0.680080231,Arnhem/Nijmegen
51.961,5.419,Maurik,0.129198966,0.998448544,Zuidwest-Gelderland
52.084,4.85,Barwoutswaarder,0.131578947,0.404649693,Utrecht
52.622,6.041,Genemuiden,0.13368984,0.705548656,Noord-Overijssel
51.911,4.96,Rietveld,0.137174211,0.385649378,Utrecht
52.692,5.165,Hoogkarspel,0.139082058,0.493815031,Kopvan Noord-Holland
51.663,4.535,Klundert,0.14015417,0.339465545,West-Noord-Brabant
52.446,5.9,Oldebroek,0.140562249,0.988782134,Veluwe
51.935,4.869,Nieuwpoort,0.1447178,0.64520899,Zuidoost-Zuid-Holland
51.617,4.165,Sint Philipsland,0.145631068,0.415365534,Overig Zeeland
51.198,6.012,Maasniel,0.145825738,0.995625504,Midden-Limburg
51.616,5.542,Veghel,0.147155003,0.956496247,Noordoost-Noord-Brabant
51.272,3.495,Sint Kruis,0.149925037,0.569082596,Zeeuwsch-Vlaanderen
52.197,4.503,Warmond,0.15600624,0.574352214,Agglomeratie Leiden en Bollenstreek
51.355,3.554,Schoondijke,0.15641293,0.596000245,Zeeuwsch-Vlaanderen
50.816,5.891,Gulpen,0.157047507,0.933241367,Zuid-Limburg
52.419,5.816,Doornspijk,0.159591446,0.836624769,Veluwe
51.446,4.931,Baarle-Nassau,0.159872102,0.956101631,Midden-Noord-Brabant
50.84,5.727,Heer,0.161681487,0.919357909,Zuid-Limburg
51.9,4.744,Streefkerk,0.163398693,0.970890705,Zuidoost-Zuid-Holland
51.558,3.801,Kortgene,0.164473684,0.846186311,Overig Zeeland
51.69,3.734,Burgh,0.165289256,0.844897154,Overig Zeeland
51.731,5.326,Empel en Meerwijk,0.165837479,0.848472975,Noordoost-Noord-Brabant
51.586,4.012,Stavenisse,0.16882386,0.841989199,Overig Zeeland
51.812,3.933,Ouddorp,0.170299728,0.870029442,Groot-Rijnmond
52.684,5.022,Wognum,0.170357751,0.598178197,Kopvan Noord-Holland
51.818,3.981,Goedereede,0.173913043,0.968984084,Groot-Rijnmond
52.765,5.896,Blankenham,0.178253119,0.878858418,Noord-Overijssel
51.157,6.042,Melick en Herkenbosch,0.180505415,0.987403494,Midden-Limburg
NA,NA,Tienhoven [Ut],0.18115942,0.46377647,Utrecht
NA,NA,Wissenkerke [NBev],0.181268882,0.605741115,Overig Zeeland
53.244,6.975,Nieuwolda,0.181900864,0.749739779,Oost-Groningen
50.922,5.75,Geulle,0.184501845,0.996309976,Zuid-Limburg
52.667,5.074,Zwaag,0.184501845,0.547546646,Kopvan Noord-Holland
51.556,5.085,Tilburg,0.184505505,0.94770183,Midden-Noord-Brabant
51.317,3.555,Waterlandkerkje,0.184842884,0.476481481,Zeeuwsch-Vlaanderen
52.181,4.78,Zevenhoven,0.184842884,0.370968793,Oost-Zuid-Holland
52.686,5.132,Westwoud,0.186567164,0.545509651,Kopvan Noord-Holland
52.662,5.597,Urk,0.186985789,0.696303857,Flevoland
51.925,4.825,Groot-Ammers,0.189633375,0.877957245,Zuidoost-Zuid-Holland
50.852,5.662,Oud-Vroenhoven,0.192413414,0.941811239,Zuid-Limburg
52.184,4.988,Ruwiel,0.192678227,0.456761229,Utrecht
51.827,4.822,Giessendam,0.197044335,0.557559111,Zuidoost-Zuid-Holland
51.696,4.722,Hooge en Lage Zwaluwe,0.19771529,0.471302009,West-Noord-Brabant
51.788,4.555,Maasdam,0.199600798,0.877982222,Groot-Rijnmond
51.881,5.288,Geldermalsen,0.201185938,0.504495955,Zuidwest-Gelderland
52.23,4.999,Loenersloot,0.203252033,0.482721575,Utrecht
52.508,5.988,Zalk en Veecaten,0.204081633,0.441600696,Noord-Overijssel
52.699,4.959,Spanbroek,0.2050581,0.70993526,Kopvan Noord-Holland
51.599,3.848,Colijnsplaat,0.205444273,0.661654105,Overig Zeeland
52.024,4.275,Wateringen,0.208246564,0.646943919,Delft en Westland
52.074,5.539,Renswoude,0.212765957,0.781083414,Utrecht
51.731,4.962,Dussen,0.213024954,0.466289913,Midden-Noord-Brabant
51.687,4.947,Waspik,0.21485574,0.688447375,Midden-Noord-Brabant
50.85,5.687,Maastricht,0.216097964,0.936377422,Zuid-Limburg
51.867,5.733,Ewijk,0.218818381,0.582775469,Arnhem/Nijmegen
51.644,4.6,Zevenbergen,0.219865494,0.619592204,West-Noord-Brabant
52.664,5.1,Blokker,0.220143093,0.534542614,Kopvan Noord-Holland
51.824,5.37,Varik,0.22172949,0.971528395,Zuidwest-Gelderland
51.589,5.326,Boxtel,0.229387027,0.898858391,Noordoost-Noord-Brabant
50.781,5.792,Mheer,0.230946882,0.993079668,Zuid-Limburg
51.835,4.565,Heerjansdam,0.237529691,0.683122953,Zuidoost-Zuid-Holland
NA,NA,Hengelo [Ge],0.237812128,0.962479691,Achterhoek
51.431,4.111,Krabbendijke,0.238777459,0.385203811,Overig Zeeland
51.845,5.388,Ophemert,0.241740532,0.979218918,Zuidwest-Gelderland
51.624,4.36,Dinteloord en Prinsenland,0.241911098,0.386370308,West-Noord-Brabant
51.977,4.316,Schipluiden,0.242718447,0.416593819,Delft en Westland
51.35,5.458,Valkenswaard,0.246381275,0.954065347,Zuidoost-Noord-Brabant
52.259,5.607,Putten,0.252583238,0.462855775,Veluwe
51.653,5.293,Vught,0.253617783,0.919288759,Noordoost-Noord-Brabant
51.711,4.087,Herkingen,0.254452926,0.780003774,Groot-Rijnmond
52.105,6.309,Vorden,0.255195042,0.887876291,Achterhoek
50.919,5.93,Hoensbroek,0.255591054,0.950892203,Zuid-Limburg
52.756,6.72,Oosterhesselen,0.258531541,0.673605854,Zuidoost-Drenthe
52.709,4.992,Sijbekarspel,0.25862069,0.501336049,Kopvan Noord-Holland
51.644,4.444,Fijnaart en Heijningen,0.263435195,0.41490977,West-Noord-Brabant
52.024,4.902,Willeskop,0.264900662,0.468643355,Utrecht
51.528,4.269,Halsteren,0.266666667,0.920397618,West-Noord-Brabant
51.193,6.003,Roermond,0.266993794,0.917250552,Midden-Limburg
51.805,4.568,Puttershoek,0.268384326,0.738112674,Groot-Rijnmond
52.076,4.543,Benthuizen,0.27027027,0.502886289,Oost-Zuid-Holland
51.28,4.054,Hulst,0.273889227,0.896793373,Zeeuwsch-Vlaanderen
51.36,5.315,Eersel,0.275482094,0.97624886,Zuidoost-Noord-Brabant
50.91,6.032,Nieuwenhagen,0.27739251,0.931622179,Zuid-Limburg
51.904,4.943,Noordeloos,0.279069767,0.720669623,Zuidoost-Zuid-Holland
51.5,3.674,Arnemuiden,0.281822452,0.721128461,Overig Zeeland
51.88,5.467,Wamel,0.283553875,0.385171043,Zuidwest-Gelderland
52.28,6.42,Holten,0.285805017,0.764331413,Twente
51.228,3.799,Sas van Gent,0.287631831,0.810209412,Zeeuwsch-Vlaanderen
51.479,5.658,Helmond,0.291189815,0.916942216,Zuidoost-Noord-Brabant
52.155,6.741,Haaksbergen,0.291226793,0.562395854,Twente
52.711,5.066,Midwoud,0.291262136,0.8881836,Kopvan Noord-Holland
51.99,4.5,Bergschenhoek,0.291970803,0.54931306,Groot-Rijnmond
52.15,4.777,Nieuwkoop,0.292611558,0.408302109,Oost-Zuid-Holland
52.677,4.909,Obdam,0.292682927,0.66226194,Kopvan Noord-Holland
51.471,5.46,Woensel,0.29485144,0.949947234,Zuidoost-Noord-Brabant
51.8,5.2,Gameren,0.297088532,0.995243784,Zuidwest-Gelderland
51.95,5.517,Lienden,0.297755383,0.991753062,Zuidwest-Gelderland
NA,NA,s-Heer Abtskerke,0.3003003,0.553291479,Overig Zeeland
51.806,4.027,Stellendam,0.303214069,0.622811847,Groot-Rijnmond
51.881,5.112,Asperen,0.303766707,0.758852322,Zuidwest-Gelderland
51.933,5.571,Kesteren,0.305157156,0.775497881,Zuidwest-Gelderland
51.958,4.468,Schiebroek,0.305343511,0.497060334,Groot-Rijnmond
NA,NA,Rijswijk [NB],0.308641975,0.580821248,Midden-Noord-Brabant
52.012,5.328,Langbroek,0.309358082,0.591095147,Utrecht
52.273,4.973,Abcoude-Proostdij,0.313479624,0.458158301,Utrecht
NA,NA,Kamerik [1],0.314136126,0.392369999,Utrecht
52.528,4.711,Uitgeest,0.315678709,0.46109355,IJmond
NA,NA,Rozendaal [Ge],0.315789474,0.470910751,Arnhem/Nijmegen
51.934,4.271,Maasland,0.316344464,0.382655203,Delft en Westland
52.702,4.813,Noord-Scharwoude,0.316656111,0.415780415,Kopvan Noord-Holland
52.045,4.576,Moerkapelle,0.322580645,0.629167059,Groot-Rijnmond
51.677,5.401,Berlicum,0.323392023,0.961091222,Noordoost-Noord-Brabant
52.006,6.349,Zelhem,0.324472732,0.484350281,Achterhoek
51.987,6.569,Lichtenvoorde,0.325203252,0.740713044,Achterhoek
52.262,7.006,Losser,0.326765026,0.602806496,Twente
51.95,5.292,Beusichem,0.32879286,0.559941584,Zuidwest-Gelderland
50.855,5.855,Oud-Valkenburg,0.334075724,0.977830904,Zuid-Limburg
51.825,5.047,Vuren,0.335120643,0.94716279,Zuidwest-Gelderland
51.581,5.194,Oisterwijk,0.335852225,0.946649248,Midden-Noord-Brabant
50.863,5.836,Valkenburg-Houthem,0.336700337,0.945432798,Zuid-Limburg
52.658,4.883,Hensbroek,0.337457818,0.505918501,Kopvan Noord-Holland
51.917,5.333,Buren,0.341796875,0.75156331,Zuidwest-Gelderland
52.698,5.247,Bovenkarspel,0.346470333,0.518737673,Kopvan Noord-Holland
51.74,5.901,Mook en Middelaar,0.359195402,0.95618081,Noord-Limburg
52.189,4.442,Rijnsburg,0.35971223,0.462431964,Agglomeratie Leiden en Bollenstreek
51.369,6.17,Venlo,0.362530698,0.892898868,Noord-Limburg
51.886,5.195,Beesd,0.366568915,0.976699094,Zuidwest-Gelderland
51.692,4.985,Capelle,0.36809816,0.75334002,Midden-Noord-Brabant
50.779,5.712,Eijsden,0.36900369,0.945408505,Zuid-Limburg
52.299,6.75,Borne,0.369458128,0.498110623,Twente
52.564,5.031,Warder,0.371747212,0.945129762,Groot-Amsterdam
51.975,4.249,De Lier,0.377358491,0.421890496,Delft en Westland
51.341,3.451,Zuidzande,0.377358491,0.838294163,Zeeuwsch-Vlaanderen
52.116,6.521,Borculo,0.379362671,0.878350481,Achterhoek
52.435,4.995,Broek in Waterland,0.382897256,0.84924659,Groot-Amsterdam
52.038,5.086,Jutphaas,0.384368994,0.431134293,Utrecht
51.758,5.739,Grave,0.393236335,0.893964688,Noordoost-Noord-Brabant
50.874,5.796,Houthem,0.399467377,0.97355783,Zuid-Limburg
50.865,6.063,Kerkrade,0.402144772,0.935077249,Zuid-Limburg
51.81,4.894,Werkendam,0.403807326,0.492011756,Midden-Noord-Brabant
52,6.225,Hummelo en Keppel,0.404411765,0.820989358,Achterhoek
51.777,5.932,Groesbeek,0.4048583,0.521035759,Arnhem/Nijmegen
NA,NA,Heerewaarden [1],0.409836066,0.991792833,Zuidwest-Gelderland
51.429,3.821,Ovezande,0.409836066,0.641238632,Overig Zeeland
51.874,5.373,Wadenoijen,0.413864459,0.372548221,Zuidwest-Gelderland
51.692,4.438,Willemstad,0.417633411,0.516271196,West-Noord-Brabant
52.059,4.51,Zegwaart,0.419507079,0.41398053,Gravenhage
52.091,6.157,Brummen,0.421703683,0.922375911,Achterhoek
52.619,4.625,Egmond aan Zee,0.422832981,0.442594771,Alkmaar e.o.
51.389,3.816,Ellewoutsdijk,0.423728814,0.839835018,Overig Zeeland
52.41,6.619,Vriezenveen,0.4238921,0.739583134,Twente
52.915,4.988,Wieringen,0.424697811,0.576051763,Kopvan Noord-Holland
51.486,3.959,Kapelle,0.424728646,0.592439523,Overig Zeeland
52.057,4.496,Zoetermeer,0.427655025,0.442748009,Gravenhage
51.945,4.71,Berkenwoude,0.430416069,0.927380844,Oost-Zuid-Holland
51.827,5.13,Herwijnen,0.431034483,0.439266916,Zuidwest-Gelderland
52.588,4.978,Beets,0.431965443,0.904150649,Groot-Amsterdam
51.844,4.638,Hendrik-Ido-Ambacht,0.432484383,0.655316194,Zuidoost-Zuid-Holland
NA,NA,Valkenburg [ZH],0.432900433,0.575349716,Agglomeratie Leiden en Bollenstreek
52.719,4.875,Oude Niedorp,0.436681223,0.507836257,Kopvan Noord-Holland
51.548,4.105,Scherpenisse,0.438276114,0.588520424,Overig Zeeland
52.156,5.176,Maartensdijk,0.439472633,0.664968348,Utrecht
51.6,4.102,Sint Annaland,0.443190975,0.709840135,Overig Zeeland
51.53,3.441,Westkapelle,0.445986125,0.801844908,Overig Zeeland
52.14,6.228,Warnsveld,0.454186414,0.490694535,Achterhoek
51.356,4.396,Putte,0.462249615,0.99382722,West-Noord-Brabant
51.729,5.012,Meeuwen,0.463499421,0.647975758,Midden-Noord-Brabant
51.528,3.605,Sint Laurens,0.465116279,0.457225765,Overig Zeeland
52.524,6.127,Zwollerkerspel,0.466726889,0.519698986,Noord-Overijssel
52.64,4.995,Berkhout,0.469283276,0.481152013,Kopvan Noord-Holland
51.545,4.144,Poortvliet,0.477042338,0.559304571,Overig Zeeland
51.932,4.578,Capelle aan den IJssel,0.47942469,0.814105166,Groot-Rijnmond
51.717,4.283,Den Bommel,0.479904019,0.496219318,Groot-Rijnmond
52.507,6.259,Dalfsen,0.486448923,0.437956385,Noord-Overijssel
51.661,4.094,Bruinisse,0.489681707,0.500734184,Overig Zeeland
51.32,3.616,IJzendijke,0.490011308,0.564709022,Zeeuwsch-Vlaanderen
52.665,5.205,Venhuizen,0.490196078,0.497535004,Kopvan Noord-Holland
52.208,4.641,Alkemade,0.495662949,0.651049381,Agglomeratie Leiden en Bollenstreek
NA,NA,Barendrecht [1],0.49765808,0.462989694,Groot-Rijnmond
51.516,4.454,Roosendaal en Nispen,0.502512563,0.89194158,West-Noord-Brabant
NA,NA,Laren [Ge],0.504795558,0.978898107,Achterhoek
52.723,6.248,Ruinerwold,0.505246794,0.678089905,Zuidoost-Drenthe
52.628,4.893,Ursem,0.50547599,0.558447648,Kopvan Noord-Holland
52.208,4.866,Mijdrecht,0.507478632,0.345237854,Utrecht
52.359,6.596,Wierden,0.509852556,0.415588969,Twente
51.327,3.487,Oostburg,0.517911092,0.484300187,Zeeuwsch-Vlaanderen
51.428,5.487,Stratum,0.51962014,0.947122542,Zuidoost-Noord-Brabant
52.148,4.948,Kockengen,0.51975052,0.400971121,Utrecht
52.463,4.951,Ilpendam,0.522813688,0.520919389,Groot-Amsterdam
52.619,4.949,Avenhorn,0.530973451,0.541911513,Kopvan Noord-Holland
52.274,5.028,Nigtevecht,0.534759358,0.4962038,Het Gooi en Vechtstreek
52.308,6.521,Rijssen,0.535206556,0.36801539,Twente
51.733,5.133,Heusden,0.539956803,0.469306188,Noordoost-Noord-Brabant
51.577,4.739,Princenhage,0.542478853,0.893109919,West-Noord-Brabant
51.502,3.485,Zoutelande,0.544217687,0.488693973,Overig Zeeland
52.114,4.587,Hazerswoude,0.547588005,0.340084924,Oost-Zuid-Holland
51.861,4.258,Geervliet,0.556070436,0.823947803,Groot-Rijnmond
52.012,5.431,Leersum,0.560049782,0.822607577,Utrecht
52.121,4.998,Haarzuilens,0.560747664,0.716815535,Utrecht
51.531,3.82,Wolphaartsdijk,0.561797753,0.600346844,Overig Zeeland
51.958,5.566,Rhenen,0.566950142,0.8732904,Utrecht
52.732,5.02,Abbekerk,0.567375887,0.517522349,Kopvan Noord-Holland
51.379,3.506,Groede,0.569176883,0.649537823,Zeeuwsch-Vlaanderen
52.015,4.81,Hekendorp,0.579710145,0.425961972,Oost-Zuid-Holland
51.933,4.637,Ouderkerk aan den IJssel,0.580862122,0.880631316,Groot-Rijnmond
52.24,5.374,Bunschoten,0.581395349,0.79621961,Utrecht
53.198,7.084,Finsterwolde,0.581594252,0.941294301,Oost-Groningen
51.748,4.099,Dirksland,0.585284281,0.772284277,Groot-Rijnmond
52.047,4.952,Montfoort,0.585480094,0.571215218,Utrecht
52.166,4.709,Ter Aar,0.586206897,0.422076067,Oost-Zuid-Holland
52.14,5.586,Barneveld,0.595238095,0.74244903,Veluwe
51.533,4.221,Tholen,0.597484277,0.427805124,Overig Zeeland
52.023,5.551,Veenendaal,0.598503741,0.643014363,Utrecht
50.888,5.982,Heerlen,0.598856728,0.836580393,Zuid-Limburg
52.337,6.11,Olst,0.600414079,0.605596817,Zuidwest-Overijssel
51.905,4.249,Rozenburg,0.601017106,0.595327637,Groot-Rijnmond
52.261,4.557,Lisse,0.60229969,0.410243517,Agglomeratie Leiden en Bollenstreek
51.997,5.309,Cothen,0.603136309,0.569531176,Utrecht
52.298,5.237,Huizen,0.604800605,0.849520345,Het Gooi en Vechtstreek
51.885,6.101,Herwen,0.605012965,0.519177316,Arnhem/Nijmegen
52.025,4.173,Monster,0.605117566,0.422825651,Delft en Westland
51.417,3.8,Driewegen,0.606980273,0.554767205,Overig Zeeland
52.207,5.086,Loosdrecht,0.60822898,0.508560006,Het Gooi en Vechtstreek
52.519,6.424,Ambt Ommen,0.609618424,0.51396829,Noord-Overijssel
52.681,5.955,Ambt Vollenhove,0.610252238,0.501323755,Noord-Overijssel
52.633,4.773,Oudorp,0.611995104,0.577249509,Alkmaar e.o.
NA,NA,s-Hertogenbosch,0.615551993,0.822601843,Noordoost-Noord-Brabant
52.646,6.209,Staphorst,0.61914324,0.761141312,Noord-Overijssel
NA,NA,Sloten [Fr],0.624219725,0.540908058,Zuidwest-Friesland
52.105,5.012,Vleuten,0.626780627,0.473368719,Utrecht
52.667,6.417,Zuidwolde,0.627469208,0.665301734,Zuidoost-Drenthe
NA,NA,Serooskerke [Walcheren],0.63246662,0.579612043,Overig Zeeland
52.851,6.847,Odoorn,0.636506071,0.62759535,Zuidoost-Drenthe
52.134,6.612,Neede,0.643185299,0.981623097,Achterhoek
51.739,4.242,Stad aan 't Haringvliet,0.64516129,0.536155734,Groot-Rijnmond
51.822,4.259,Zuidland,0.646203554,0.512521794,Groot-Rijnmond
52.062,4.915,Linschoten,0.659630607,0.445963821,Utrecht
NA,NA,Serooskerke [Schouwen],0.660066007,0.849825057,Overig Zeeland
51.696,3.744,Haamstede,0.666666667,0.699377395,Overig Zeeland
51.97,4.611,Nieuwerkerk aan den IJssel,0.669014085,0.636631176,Groot-Rijnmond
52.197,5.362,Hoogland,0.673801031,0.64066862,Utrecht
52.224,4.525,Sassenheim,0.679117148,0.355627438,Agglomeratie Leiden en Bollenstreek
52.262,4.493,Noordwijkerhout,0.680040802,0.735704137,Agglomeratie Leiden en Bollenstreek
52.596,4.656,Egmond-Binnen,0.684540787,0.660631306,Alkmaar e.o.
52.635,5.157,Wijdenes,0.684931507,0.945961474,Kopvan Noord-Holland
NA,NA,s-Gravendeel,0.685714286,0.677833575,Zuidoost-Zuid-Holland
52.084,4.394,Veur,0.691085003,0.648354043,Gravenhage
51.548,4.935,Strijp,0.697305864,0.93351837,Zuidoost-Noord-Brabant
52.012,5.101,Vreeswijk,0.699588477,0.39744982,Utrecht
52.3,5.033,Weesperkarspel,0.704500978,0.424300875,Het Gooi en Vechtstreek
51.439,5.48,Eindhoven,0.706090026,0.839562746,Zuidoost-Noord-Brabant
51.408,3.854,Oudelande,0.709219858,0.524995918,Overig Zeeland
52.258,6.715,Stad Delden,0.711237553,0.452922527,Twente
NA,NA,Sluis [1],0.711610487,0.565915142,Zeeuwsch-Vlaanderen
51.989,5.1,Vianen,0.72815534,0.47528952,Utrecht
51.911,5.789,Valburg,0.730307773,0.858664128,Arnhem/Nijmegen
52.575,6.621,Stad Hardenberg,0.733368256,0.459845587,Noord-Overijssel
52.85,6.609,Westerbork,0.734802939,0.718351088,Noord-Drenthe
52.833,6.367,Dwingeloo,0.735594606,0.732350335,Zuidoost-Drenthe
52.173,5.006,Breukelen-Sint Pieters,0.73800738,0.367839336,Utrecht
51.57,4.199,Oud-Vossemeer,0.743149094,0.35376543,Overig Zeeland
51.86,5.05,Kedichem,0.743494424,0.897305335,Zuidoost-Zuid-Holland
52.264,5.045,Nederhorst den Berg,0.745341615,0.359346242,Het Gooi en Vechtstreek
51.693,3.937,Noordgouwe,0.752823087,0.768178992,Overig Zeeland
51.452,3.625,Ritthem,0.753012048,0.643848108,Overig Zeeland
52.2,6.557,Diepenheim,0.755667506,0.784415342,Twente
52.001,5.459,Amerongen,0.756670649,0.785914928,Utrecht
51.313,3.913,Zaamslag,0.757134537,0.484498811,Zeeuwsch-Vlaanderen
52.095,4.471,Stompwijk,0.761636107,0.610389159,Gravenhage
51.77,4.445,Klaaswaal,0.762112139,0.844286256,Groot-Rijnmond
51.784,5.054,Andel,0.76408787,0.631581044,Midden-Noord-Brabant
52.575,6.615,Ambt Hardenberg,0.767028022,0.400860414,Noord-Overijssel
52.349,5.624,Harderwijk,0.770960488,0.779325541,Veluwe
52.794,6.73,Zweeloo,0.773014758,0.652081712,Zuidoost-Drenthe
51.455,3.852,Nisse,0.776397516,0.324580416,Overig Zeeland
52.475,6.07,Hattem,0.78230375,0.640237531,Veluwe
51.472,3.816,Heinkenszand,0.789622109,0.396996394,Overig Zeeland
52.201,4.408,Katwijk,0.796774503,0.637133501,Agglomeratie Leiden en Bollenstreek
51.494,4.288,Bergen op Zoom,0.798557445,0.710965423,West-Noord-Brabant
52.511,4.671,Heemskerk,0.805322129,0.657941943,IJmond
52.019,5.039,IJsselstein,0.820079523,0.469012243,Utrecht
51.872,5.071,Heukelum,0.82226439,0.852323088,Zuidwest-Gelderland
51.726,3.913,Brouwershaven,0.828313253,0.678784933,Overig Zeeland
51.794,4.696,Dubbeldam,0.829875519,0.766940588,Zuidoost-Zuid-Holland
52.469,5.05,Katwoude,0.829875519,0.415521437,Groot-Amsterdam
52.143,4.401,Wassenaar,0.83374203,0.508334691,Gravenhage
52.525,6.429,Stad Ommen,0.837988827,0.437020274,Noord-Overijssel
52.495,4.898,Wijdewormer,0.840336134,0.451710077,Zaanstreek
52.151,5.126,Westbroek,0.841121495,0.455220254,Utrecht
51.745,4.551,Strijen,0.841548449,0.731351033,Groot-Rijnmond
52.54,5.013,Middelie,0.843881857,0.540123736,Groot-Amsterdam
52.389,6.449,Hellendoorn,0.844444444,0.348877422,Twente
52.23,5.033,Vreeland,0.84643289,0.474071981,Veluwe
NA,NA,s-Gravenmoer,0.847457627,0.423999121,Midden-Noord-Brabant
52.023,4.871,Oudewater,0.84835631,0.353081364,Utrecht
51.712,3.95,Zonnemaire,0.849056604,0.666692317,Overig Zeeland
52.512,5.048,Edam-Volendam,0.860637173,0.44628969,Groot-Amsterdam
53.138,6.432,Roden,0.864397623,0.768678957,Noord-Drenthe
52.1,6.65,Eibergen,0.872968092,0.750756765,Achterhoek
51.877,4.825,Molenaarsgraaf,0.881834215,0.719690733,Zuidoost-Zuid-Holland
51.985,4.676,Gouderak,0.882658359,0.910742887,Groot-Rijnmond
52.2,6.2,Gorssel,0.886829914,0.560556363,Achterhoek
51.946,4.865,Willige Langerak,0.905432596,0.392340952,Utrecht
51.932,4.339,Vlaardinger-Ambacht,0.906148867,0.425746418,Groot-Rijnmond
51.817,5.1,Brakel,0.911458333,0.998686803,Zuidwest-Gelderland
51.515,3.511,Meliskerke,0.918836141,0.477975868,Overig Zeeland
52.717,4.936,Hoogwoud,0.920542636,0.488103969,Kopvan Noord-Holland
50.89,6.015,Schaesberg,0.923323966,0.837768493,Zuid-Limburg
51.972,5.345,Wijk bij Duurstede,0.926517572,0.4870883,Utrecht
51.858,4.39,Poortugaal,0.93225606,0.522967637,Groot-Rijnmond
52.001,4.776,Haastrecht,0.935608145,0.441308025,Oost-Zuid-Holland
51.856,4.424,Rhoon,0.940265487,0.460515556,Groot-Rijnmond
51.483,3.659,Nieuw- en Sint Joosland,0.944287063,0.819127754,Overig Zeeland
51.732,3.774,Renesse,0.94488189,0.815651057,Overig Zeeland
51.751,4.367,Zuid-Beijerland,0.955109838,0.690935856,Groot-Rijnmond
51.462,3.999,Schore,0.955794504,0.65374592,Overig Zeeland
51.822,4.796,Naaldwijk,0.968296111,0.359860274,Zuidoost-Zuid-Holland
52.007,4.859,Hoenkoop,0.968992248,0.398861064,Utrecht
51.348,3.385,Retranchement,0.970873786,0.750139271,Zeeuwsch-Vlaanderen
52.348,5.984,Epe,0.978323422,0.611906748,Veluwe
52.296,4.904,Ouder-Amstel,1.001564945,0.36712606,Groot-Amsterdam
51.716,5.054,Drongelen,1.005025126,0.677407302,Midden-Noord-Brabant
51.892,4.87,Ottoland,1.005025126,0.498283617,Zuidoost-Zuid-Holland
NA,NA,s-Graveland,1.005025126,0.465765834,Het Gooi en Vechtstreek
52.636,5.121,Schellinkhout,1.006036217,0.797061934,Kopvan Noord-Holland
52.43,4.914,Landsmeer,1.00877193,0.647180858,Groot-Amsterdam
51.862,4.66,Alblasserdam,1.01141925,0.752113652,Zuidoost-Zuid-Holland
51.826,4.838,Hardinxveld,1.019153049,0.769271131,Zuidoost-Zuid-Holland
52.053,4.233,Loosduinen,1.019564618,0.358705515,Gravenhage
52.17,6.142,Voorst,1.021711367,0.973654243,Veluwe
52.046,4.852,Papekop,1.028277635,0.347775342,Oost-Zuid-Holland
52.29,6.146,Diepenveen,1.034705756,0.530475254,Zuidwest-Overijssel
53.075,6.579,Vries,1.040376517,0.824356979,Noord-Drenthe
52.74,5.054,Twisk,1.041666667,0.777918975,Kopvan Noord-Holland
51.698,5.974,Gennep,1.043338684,0.82421533,Noord-Limburg
51.626,3.983,Ouwerkerk,1.045751634,0.868276535,Overig Zeeland
51.935,4.876,Langerak,1.051524711,0.547016819,Zuidoost-Zuid-Holland
52.166,5.007,Breukelen-Nijenrode,1.052170101,0.395181318,Utrecht
51.781,5.111,Veen,1.055966209,0.842862333,Midden-Noord-Brabant
52.464,6.495,Den Ham,1.060670344,0.503507993,Twente
51.888,6.233,Bergh,1.066666667,0.502127515,Arnhem/Nijmegen
52.565,5.929,IJsselmuiden,1.068200493,0.453181049,Noord-Overijssel
51.79,5.031,Giessen,1.072961373,0.603305085,Midden-Noord-Brabant
51.518,3.998,Wemeldinge,1.074766355,0.836861951,Overig Zeeland
51.817,5.004,Woudrichem,1.087449026,0.832177558,Midden-Noord-Brabant
51.419,4.195,Rilland en Bath,1.087941976,0.402927964,Overig Zeeland
51.917,5.85,Elst,1.100110011,0.958273306,Arnhem/Nijmegen
