,gemnr,volgnr,gemnaam,provnr,bjaar,ejaar,adam_code,adam_naam,adam_begin,adam_eind,cbs66,cbs,nidi,wag_code,regio,egg,corop,euclidmidx,euclidmidy,opmerking,cbs66HED,gemnaam_unique,gemnaam_Genlias,adam_sd,adam_sm,adam_sy,adam_ed,adam_em,adam_ey,studsec_1909,train_1909,popul_1909,minecorop,protestant_dummy,Christelijk.Ge_1909,Doopsgezinden_1909,Evangelisch.Lu_1909,Hersteld.Evang,Kerkelijke.gez,NederlandsHer,Nederlands.Isr,Oud.Katholieke,Overige.kerkel,Remonstranten,RoomsKatholie,Waals.Hervormd,Portugees.Isra,Gereformeerde,Geen.kerkelijk,Prot_both,Prot_all,nons,sumrel,sumall,norel,hhi,comp,inchurch,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,hhi_2
214,853,1,Haarlemmermeer,7,1855,1942,11387,Haarlemmermeer,16-11-1855,heden,394,394,7906,7113,Haarlemmermeer,62,NA,0,0,1855 GESTICHT,394,Haarlemmermeer,Haarlemmermeer,16,11,1855,NA,NA,2007,0,0,19440,Groot-Amsterdam,yes,500,416,50,12,2,8962,3,36,264,17,4952,3,0,3718,505,12680,13677,505,18935,19440,2.597736626,0.332353975,0.667646025,0.974022634,0.026406126,0.021969897,0.002640613,0.000633747,0.000105625,0.473303406,0.000158437,0.001901241,0.013942435,0.000897808,0.261526274,0.000158437,0,0.196355955,0.026670187,0.332354
215,861,1,Holysloot,7,1815,1818,11234,Holysloot,1-5-1817,1-1-1818,NA,NA,7905,NA,RandAmsterdam,NA,NA,0,0,KD->1811->RANSDORP->KB->1815->ZELF->1817->KB->RANSDORP,9959,Holysloot,Holysloot,1,5,1817,1,1,1817,NA,NA,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,867,1,Ilpendam,7,1812,1942,10809,Ilpendam,oudsher,01.01.1991,407,407,7080,7070,Purmer,57,23,12480,49858, ,407,Ilpendam,Ilpendam,NA,NA,0,1,1,1990,0,0,2104,Groot-Amsterdam,yes,15,143,31,0,0,1435,0,0,0,1,448,0,0,20,11,1455,1645,11,2093,2104,0.522813688,0.520919389,0.479080611,0.994771863,0.007166746,0.068322981,0.014811276,0,0,0.685618729,0,0,0,0.000477783,0.214046823,0,0,0.009555662,0.005255614,0.520919
217,870,1,Katwoude,7,1815,1942,11136,Katwoude,1-5-1817,01.01.1991,409,409,7082,7023,Purmer,57,NA,13144,49889,KD->1811->MONNICKENDAM->KB->1815->ZELF,409,Katwoude,Katwoude,1,5,1817,1,1,1990,0,0,241,Groot-Amsterdam,yes,0,13,30,0,0,144,0,0,0,0,43,0,0,9,2,153,196,2,239,241,0.829875519,0.415521437,0.584478563,0.991701245,0,0.054393305,0.125523013,0,0,0.60251046,0,0,0,0,0.179916318,0,0,0.037656904,0.008368201,0.415521
218,872,1,Aalsmeer,7,1812,1942,11264,Aalsmeer,oudsher,heden,358,358,7001,7115,Aalsmeer,62,23,11339,47520, ,358,Aalsmeer,Aalsmeer,NA,NA,0,NA,NA,2007,0,0,5082,Groot-Amsterdam,yes,34,1386,5,3,0,2158,5,92,87,10,854,2,0,256,190,2414,3852,190,4892,5082,3.738685557,0.308802764,0.691197236,0.962613144,0.006950123,0.283319706,0.001022077,0.000613246,0,0.441128373,0.001022077,0.018806214,0.017784137,0.002044154,0.174570728,0.000408831,0,0.052330335,0.038838921,0.308803
219,875,1,Kwadijk,7,1815,1942,10775,Kwadijk,1-5-1817,01.08.1970,414,414,7156,7024,Purmer,56,23,12842,50479,"KD->1811->MIDDELIE->KB->1815->ZELF OH 1970 PURMEREND, ZEEVANG",414,Kwadijk,Kwadijk,1,5,1817,1,8,1970,0,1,478,Groot-Amsterdam,yes,0,53,3,0,0,390,0,0,0,0,10,4,0,1,17,391,447,17,461,478,3.556485356,0.729504378,0.270495622,0.964435146,0,0.114967462,0.006507592,0,0,0.845986985,0,0,0,0,0.021691974,0.00867679,0,0.002169197,0.036876356,0.729504
220,876,1,Landsmeer,7,1812,1942,11225,Landsmeer,oudsher,heden,415,415,7083,7022,Purmer,57,23,12418,49343, ,415,Landsmeer,Landsmeer,NA,NA,0,NA,NA,2007,0,0,2280,Groot-Amsterdam,yes,7,109,4,4,0,1791,0,0,1,1,69,2,0,269,23,2060,2185,23,2257,2280,1.00877193,0.647180858,0.352819142,0.989912281,0.003101462,0.048294196,0.001772264,0.001772264,0,0.793531236,0,0,0.000443066,0.000443066,0.030571555,0.000886132,0,0.119184759,0.010190518,0.647181
221,880,1,Marken,7,1812,1942,10901,Marken,oudsher,01.01.1991,419,419,7091,7003,Purmer,57,NA,13654,49632, ,419,Marken,Marken,NA,NA,0,1,1,1990,0,0,1338,Groot-Amsterdam,yes,0,1,1,0,0,915,0,0,0,0,0,0,0,384,37,1299,1301,37,1301,1338,2.765321375,0.581757307,0.418242693,0.972346786,0,0.00076864,0.00076864,0,0,0.70330515,0,0,0,0,0,0,0,0.295157571,0.028439662,0.581757
222,882,1,Middelie,7,1812,1942,10452,Middelie,oudsher,01.08.1970,421,421,7157,7025,Purmer,56,23,13011,50569, ,421,Middelie,Middelie,NA,NA,0,1,8,1970,0,0,711,Groot-Amsterdam,yes,0,246,1,0,0,456,0,0,0,0,1,0,0,1,6,457,704,6,705,711,0.843881857,0.540123736,0.459876264,0.991561181,0,0.34893617,0.00141844,0,0,0.646808511,0,0,0,0,0.00141844,0,0,0.00141844,0.008510638,0.540124
223,884,1,Monnickendam,7,1812,1942,10983,Monnickendam,oudsher,01.01.1991,423,423,7094,7069,Purmer,57,NA,12887,49813, ,423,Monnickendam,Monnickendam,NA,NA,0,1,1,1990,0,0,2447,Groot-Amsterdam,yes,1,76,168,1,0,1232,41,0,14,3,690,0,0,190,31,1422,1671,31,2416,2447,1.266857376,0.353930475,0.646069525,0.987331426,0.000413907,0.031456954,0.069536424,0.000413907,0,0.509933775,0.016970199,0,0.005794702,0.001241722,0.285596026,0,0,0.078642384,0.012831126,0.35393
224,892,1,Nieuwendam,7,1812,1920,10177,Nieuwendam,oudsher,01.01.1921,1120,NA,7014,7126,RandAmsterdam,63,NA,12657,49108, ,1120,Nieuwendam,Nieuwendam,NA,NA,0,1,1,1920,0,0,2194,Groot-Amsterdam,yes,44,60,12,4,0,1253,0,0,28,2,524,2,0,181,84,1434,1556,84,2110,2194,3.828623519,0.423133802,0.576866198,0.961713765,0.020853081,0.028436019,0.005687204,0.001895735,0,0.593838863,0,0,0.013270142,0.000947867,0.248341232,0.000947867,0,0.085781991,0.039810427,0.423134
225,893,1,Nieuwer-Amstel,7,1812,1942,10799,Nieuwer-Amstel,oudsher,01.01.1964,1249,NA,7912,7116,Nieuwer Amstel,64,23,12010,48048, ,1249,Nieuwer-Amstel,Nieuwer-Amstel,NA,NA,0,1,1,1963,0,0,6206,Groot-Amsterdam,yes,40,22,25,7,0,2349,7,10,50,3,2786,5,0,816,86,3165,3262,86,6120,6206,1.38575572,0.372476772,0.627523228,0.986142443,0.006535948,0.003594771,0.004084967,0.001143791,0,0.383823529,0.001143791,0.001633987,0.008169935,0.000490196,0.455228758,0.000816993,0,0.133333333,0.014052288,0.372477
226,898,1,Oosthuizen,7,1812,1942,11121,Oosthuizen,oudsher,01.08.1970,430,430,7158,7026,Purmer,56,23,12763,50782, ,430,Oosthuizen,Oosthuizen,NA,NA,0,1,8,1970,0,1,1113,Groot-Amsterdam,yes,0,54,22,2,0,970,0,0,0,2,45,1,0,0,17,970,1050,17,1096,1113,1.527403414,0.787813349,0.212186651,0.984725966,0,0.049270073,0.020072993,0.001824818,0,0.885036496,0,0,0,0.001824818,0.041058394,0.000912409,0,0,0.015510949,0.787813
227,899,1,Oostzaan,7,1812,1942,11303,Oostzaan,oudsher,heden,431,431,7104,7074,Purmer,57,23,11999,49564, ,431,Oostzaan,Oostzaan,NA,NA,0,NA,NA,2007,0,1,3548,Groot-Amsterdam,yes,76,19,3,8,0,3042,0,0,31,2,67,1,0,81,218,3123,3231,218,3330,3548,6.144306652,0.836150565,0.163849435,0.938556933,0.022822823,0.005705706,0.000900901,0.002402402,0,0.913513514,0,0,0.009309309,0.000600601,0.02012012,0.0003003,0,0.024324324,0.065465465,0.836151
228,905,1,Ouder-Amstel,7,1812,1942,10998,Ouder-Amstel,oudsher,heden,437,437,7110,7117,Ouder-Amstel,64,23,12304,47912, ,437,Ouder-Amstel,Ouder-Amstel,NA,NA,0,NA,NA,2007,0,0,3195,Groot-Amsterdam,yes,41,10,32,78,0,1375,5,0,75,2,1309,0,3,233,32,1608,1771,32,3163,3195,1.001564945,0.36712606,0.63287394,0.989984351,0.012962377,0.003161555,0.010116978,0.024660133,0,0.434713879,0.001580778,0,0.023711666,0.000632311,0.413847613,0,0.000948467,0.073664243,0.010116978,0.367127
229,909,1,Purmerend,7,1812,1942,11066,Purmerend,oudsher,heden,439,439,7111,7065,Purmer,57,23,12468,50198, ,439,Purmerend,Purmerend,NA,NA,0,NA,NA,2007,46,1,5798,Groot-Amsterdam,yes,8,241,408,17,0,3175,5,3,11,3,1636,0,3,123,165,3298,3975,165,5633,5798,2.8458089,0.409613293,0.590386707,0.971541911,0.001420202,0.042783597,0.072430321,0.00301793,0,0.563642819,0.000887626,0.000532576,0.001952778,0.000532576,0.290431386,0,0.000532576,0.021835612,0.029291674,0.409614
230,911,1,Ransdorp,7,1812,1920,10789,Ransdorp,oudsher,01.01.1921,1157,NA,7011,7128,RandAmsterdam,63,NA,13012,49010, ,1157,Ransdorp,Ransdorp,NA,NA,0,1,1,1920,0,0,1927,Groot-Amsterdam,yes,9,15,14,0,0,1563,0,0,3,1,73,0,0,181,68,1744,1783,68,1859,1927,3.528801245,0.71807189,0.28192811,0.964711988,0.004841313,0.008068854,0.007530931,0,0,0.84077461,0,0,0.001613771,0.000537924,0.039268424,0,0,0.097364174,0.036578806,0.718072
231,912,1,Rietwijk en Rietwijkeroord,7,1815,1854,10473,Rietwijkeroord,1-5-1817,31-5-1854,1361,NA,7911,7143,RondAmst,63,NA,11499,48268,KD->21-10-1811->NIEUWER AMSTEL->KB->13-12-1815->ZELF->13-04-1854 NA (1817-1854),1361,Rietwijk en Rietwijkeroord,Rietwijk en Rietwijkeroord,1,5,1817,31,5,1854,NA,NA,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,914,1,Schardam,7,1815,1854,10414,Schardam,1-5-1817,31-5-1854,1366,NA,7910,7137,Purmer,57,NA,12970,51252,KD->21-10-1811->BEETS->KB->13-12-1815->ZELF->13-04-1854->BEETS,1366,Schardam,Schardam,1,5,1817,31,5,1854,NA,NA,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,916,1,Schellingwoude,7,1815,1857,10651,Schellingwoude,1-5-1817,8-9-1857,1368,NA,7012,7139,RandAmsterdam,63,NA,12655,48895,KD->21-10-1811->NDAM->13-12-1811->ZELF->13-06-1857->RANSDORP,1368,Schellingwoude,Schellingwoude,1,5,1817,8,9,1857,NA,NA,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,925,1,Sloten (NH),7,1812,1920,10148,Sloten [NH],oudsher,01.01.1921,1181,NA,7009,7130,RandAmsterdam,63,NA,11586,48639, ,1181,Sloten (NH),Sloten (NH),NA,NA,0,1,1,1920,0,0,9294,Groot-Amsterdam,yes,151,74,169,59,0,4342,6,0,58,28,3218,11,0,707,471,5049,5530,471,8823,9294,5.067785668,0.382463038,0.617536962,0.949322143,0.01711436,0.00838717,0.019154483,0.006687068,0,0.492122861,0.000680041,0,0.006573728,0.003173524,0.36472855,0.001246741,0,0.080131475,0.053383203,0.382463
235,931,1,Thamen,7,1815,1820,10403,Thamen,1-1-1818,10-2-1820,NA,NA,7908,NA,Thamen,NA,NA,0,0,KD 21-10-1811-UITHOORN-13-12-1815-ZELF-19-05-1819-UT->NH-20-02-1820-UIT,9960,Thamen,Thamen,1,1,1818,10,2,1820,NA,NA,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,934,1,Uithoorn,7,1812,1942,11206,Uithoorn,oudsher,heden,451,451,7126,7018,Uithoorn,62,23,11603,47249,KB->19-05-1819-VAN UTRECHT NAAR NOORD HOLLAND,451,Uithoorn,Uithoorn,NA,NA,0,NA,NA,2007,0,0,2622,Groot-Amsterdam,yes,9,10,13,5,0,964,22,10,1,2,1351,0,0,167,68,1131,1170,68,2554,2622,2.593440122,0.426703333,0.573296667,0.974065599,0.003523884,0.003915427,0.005090055,0.001957713,0,0.377447142,0.008613939,0.003915427,0.000391543,0.000783085,0.528974158,0,0,0.065387627,0.026624902,0.426703
237,939,1,Warder,7,1815,1942,11073,Warder,1-5-1817,01.08.1970,455,455,7159,7067,Purmer,56,23,13076,50739,KD->21-10-1811->MIDDELIE->13-12-1815->Z,455,Warder,Warder,1,5,1817,1,8,1970,0,0,538,Groot-Amsterdam,yes,0,5,1,0,0,521,0,0,0,0,1,0,0,8,2,529,535,2,536,538,0.371747212,0.945129762,0.054870238,0.996282528,0,0.009328358,0.001865672,0,0,0.972014925,0,0,0,0,0.001865672,0,0,0.014925373,0.003731343,0.94513
238,941,1,Watergraafsmeer,7,1815,1920,11122,Watergraafsmeer,1-5-1817,01.01.1921,1219,NA,7010,7133,RandAmsterdam,63,NA,12478,48477,KD->21-10-1811->DIEMEN->KB->13-12-1815->Z 1-1-1817 BOEK,1219,Watergraafsmeer,Watergraafsmeer,1,5,1817,1,1,1920,0,0,7814,Groot-Amsterdam,yes,34,101,285,138,0,2688,504,3,221,55,1538,23,197,1174,853,3862,4475,853,6961,7814,10.91630407,0.235001291,0.764998709,0.890836959,0.004884356,0.01450941,0.040942393,0.019824738,0,0.386151415,0.07240339,0.000430973,0.031748312,0.007901164,0.220945266,0.003304123,0.028300532,0.168653929,0.122539865,0.235802
239,942,1,Waterland,7,-1,-1,10983,Waterland,01.01.1991,heden,852,852,0,NA,Purmer,NA,NA,12887,49813, ,852,Waterland,Waterland,1,1,1991,NA,NA,2007,NA,NA,NA,Groot-Amsterdam,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,962,1,Amstelveen,7,-1,-1,10799,Amstelveen,01.01.1964,heden,362,362,7007,7116,Amstelveen,64,23,12010,48048, ,362,Amstelveen,Amstelveen,1,1,1964,NA,NA,2007,39,NA,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,965,1,Zeevang,7,-1,-1,11121,Zeevang,01.08.1970,heden,478,478,0,7026,Purmer,56,23,12763,50782, ,478,Zeevang,Zeevang,1,8,1970,NA,NA,2007,NA,1,NA,Groot-Amsterdam,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,202,1,Abbenbroek,8,1812,1942,11026,Abbenbroek,oudsher,01.01.1980,481,481,8002,8157,Hoekse Waard,91,NA,7489,42855, ,481,Abbenbroek,Abbenbroek,NA,NA,0,1,1,1979,0,0,702,Groot-Rijnmond,yes,0,0,0,0,0,668,0,0,0,0,1,0,0,21,12,689,689,12,690,702,1.709401709,0.938176854,0.061823146,0.982905983,0,0,0,0,0,0.968115942,0,0,0,0,0.001449275,0,0,0.030434783,0.017391304,0.938177
243,214,1,Barendrecht,8,1812,1818,10943,Barendrecht [1],oudsher,1-4-1817,NA,NA,8015,NA,Dordrecht,NA,NA,9372,42944, ,1352,Barendrecht [1],Barendrecht,NA,NA,0,1,4,1817,NA,1,NA,Groot-Rijnmond,yes,119,0,0,0,0,1317,7,0,15,6,38,0,0,1897,17,3214,3339,17,3399,3416,0.49765808,0.462989694,0.537010306,0.995023419,0.035010297,0,0,0,0,0.387466902,0.002059429,0,0.004413063,0.001765225,0.011179759,0,0,0.558105325,0.005001471,0.46299
244,214,2,Barendrecht,8,1886,1942,10943,Barendrecht [2],01.01.1905,heden,489,489,8015,8145,Dordrecht,86,NA,9372,42944, ,489,Barendrecht [2],Barendrecht,1,1,1905,NA,NA,2007,0,1,3416,Groot-Rijnmond,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,218,1,Bergschenhoek,8,1812,1942,10445,Bergschenhoek,oudsher,heden,492,492,8022,8071,Midden-Holland,83,NA,9456,44409, ,492,Bergschenhoek,Bergschenhoek,NA,NA,0,NA,NA,2007,0,0,1370,Groot-Rijnmond,yes,0,0,0,0,0,936,0,0,0,0,383,0,0,47,4,983,983,4,1366,1370,0.291970803,0.54931306,0.45068694,0.997080292,0,0,0,0,0,0.685212299,0,0,0,0,0.280380673,0,0,0.034407028,0.002928258,0.549313
246,219,1,Berkel en Rodenrijs,8,1812,1942,10139,Berkel en Rodenrijs,oudsher,heden,493,493,8025,8059,Delft-Schiedam,83,29,9145,44670, ,493,Berkel en Rodenrijs,Berkel en Rodenrijs,NA,NA,0,NA,NA,2007,0,1,2497,Groot-Rijnmond,yes,0,0,0,0,0,841,0,0,3,0,1117,0,0,536,0,1377,1377,0,2497,2497,0,0.359626586,0.640373414,1,0,0,0,0,0,0.336804165,0,0,0.001201442,0,0.447336804,0,0,0.214657589,0,0.359627
247,221,1,Biert,8,1818,1855,10686,Biert,1-4-1817,1-9-1855,1307,NA,8905,8227,Hoekse Waard,91,NA,7819,42729,OOK BEKEND ONDER DE NAAM BIERT EN STOMPAARDEN (NIET OFFICIEEL),1307,Biert,Biert,1,4,1817,1,9,1855,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,222,1,Bleiswijk,8,1812,1942,10994,Bleiswijk,oudsher,heden,495,495,8027,8060,Midden-Holland,83,NA,9630,44868, ,495,Bleiswijk,Bleiswijk,NA,NA,0,NA,NA,2007,0,0,1728,Groot-Rijnmond,yes,0,1,1,1,0,916,0,0,1,1,499,1,0,306,1,1222,1226,1,1727,1728,0.05787037,0.396207044,0.603792956,0.999421296,0,0.000579039,0.000579039,0.000579039,0,0.530399537,0,0,0.000579039,0.000579039,0.288940359,0.000579039,0,0.177185871,0.000579039,0.396207
249,227,1,Brielle,8,1812,1942,10232,Brielle,oudsher,heden,501,501,8037,8087,Hoekse Waard,91,NA,7038,43582, ,501,Brielle,Brielle,NA,NA,0,NA,NA,2007,165,0,3796,Groot-Rijnmond,yes,28,8,13,3,0,2953,27,1,3,6,389,3,3,297,62,3250,3308,62,3734,3796,1.633298209,0.64273871,0.35726129,0.983667018,0.007498661,0.002142475,0.003481521,0.000803428,0,0.790840921,0.007230852,0.000267809,0.000803428,0.001606856,0.104177825,0.000803428,0.000803428,0.079539368,0.016604178,0.642739
250,229,1,Capelle aan den IJssel,8,1812,1942,11248,Capelle aan den IJssel,oudsher,heden,502,502,8038,8078,Midden-Holland,88,NA,9965,43910, ,502,Capelle aan den IJssel,Capelle aan den IJssel,NA,NA,0,NA,NA,2007,0,1,5006,Groot-Rijnmond,yes,35,8,3,0,0,4481,6,1,30,1,71,0,0,346,24,4827,4874,24,4982,5006,0.47942469,0.814105166,0.185894834,0.995205753,0.007025291,0.001605781,0.000602168,0,0,0.899437977,0.001204336,0.000200723,0.006021678,0.000200723,0.014251305,0,0,0.06945002,0.004817342,0.814105
251,230,1,Charlois,8,1812,1895,10430,Charlois,oudsher,28-2-1895,1037,NA,8211,8180,Rotterdam,84,NA,9112,43346, ,1037,Charlois,Charlois,NA,NA,0,28,2,1895,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,234,1,Delfshaven,8,1811,1886,10908,Delfshaven,oudsher,30-1-1886,1040,NA,8209,8202,Rotterdam,84,NA,9053,43607, ,1040,Delfshaven,Delfshaven,NA,NA,0,30,1,1886,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,236,1,Den Bommel,8,1812,1942,10293,Den Bommel,oudsher,01.01.1966,1024,498,8178,8178,Goeree-Overflakkee,92,18,7835,41211, ,1024,Den Bommel,Den Bommel,NA,NA,0,1,1,1965,0,0,1667,Groot-Rijnmond,yes,4,1,1,0,0,1090,0,0,0,3,382,0,0,178,8,1268,1277,8,1659,1667,0.479904019,0.496219318,0.503780682,0.99520096,0.002411091,0.000602773,0.000602773,0,0,0.657022303,0,0,0,0.001808318,0.230259192,0,0,0.10729355,0.004822182,0.496219
254,237,1,Dirksland,8,1812,1942,11344,Dirksland,oudsher,heden,504,504,8052,8170,Goeree-Overflakkee,92,29,6493,41796, ,504,Dirksland,Dirksland,NA,NA,0,NA,NA,2007,0,0,2392,Groot-Rijnmond,yes,53,0,0,1,0,2083,18,0,95,1,0,0,0,127,14,2210,2265,14,2378,2392,0.585284281,0.772284277,0.227715723,0.994147157,0.022287637,0,0,0.000420521,0,0.875946173,0.007569386,0,0.039949537,0.000420521,0,0,0,0.053406224,0.0058873,0.772284
255,241,1,Geervliet,8,1812,1942,10842,Geervliet,oudsher,01.01.1980,509,509,8071,8154,Hoekse Waard,91,NA,7820,43049, ,509,Geervliet,Geervliet,NA,NA,0,1,1,1979,0,0,1079,Groot-Rijnmond,yes,33,0,0,0,0,972,0,0,49,0,0,0,0,19,6,991,1024,6,1073,1079,0.556070436,0.823947803,0.176052197,0.994439296,0.030754893,0,0,0,0,0.905871389,0,0,0.045666356,0,0,0,0,0.017707363,0.005591799,0.823948
256,244,1,Goedereede,8,1812,1942,10981,Goedereede,oudsher,heden,511,511,8077,8168,Goeree-Overflakkee,92,29,5785,42672, ,511,Goedereede,Goedereede,NA,NA,0,NA,NA,2007,0,0,1150,Groot-Rijnmond,yes,0,0,0,0,0,1130,0,0,1,5,1,1,0,10,2,1140,1145,2,1148,1150,0.173913043,0.968984084,0.031015916,0.99826087,0,0,0,0,0,0.984320557,0,0,0.00087108,0.004355401,0.00087108,0.00087108,0,0.008710801,0.00174216,0.968984
257,245,1,Goidschalxoord,8,1818,1855,10123,Goidschalxoord,1-4-1817,1-9-1855,1319,NA,8908,8226,Hoekse Waard,90,NA,9039,42663, ,1319,Goidschalxoord,Goidschalxoord,1,4,1817,1,9,1855,NA,NA,NA,Groot-Rijnmond,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,248,1,Gouderak,8,1812,1942,11258,Gouderak,oudsher,01.01.1985,514,514,8083,8067,Krimpenerwaard,75,28,10714,44368, ,514,Gouderak,Gouderak,NA,NA,0,1,1,1984,0,0,1926,Groot-Rijnmond,yes,17,0,0,0,0,1821,0,0,2,2,19,0,0,48,17,1869,1888,17,1909,1926,0.882658359,0.910742887,0.089257113,0.991173416,0.008905186,0,0,0,0,0.953902567,0,0,0.001047669,0.001047669,0.009952855,0,0,0.025144054,0.008905186,0.910743
259,250,1,Goudswaard,8,1812,1942,10914,Goudswaard,1-4-1817,01.01.1984,516,516,8085,8152,Hoekse Waard,90,29,7825,42081, ,516,Goudswaard,Goudswaard,1,4,1817,1,1,1983,0,0,1315,Groot-Rijnmond,yes,4,0,0,0,0,1173,0,0,55,1,0,1,0,57,24,1230,1235,24,1291,1315,1.825095057,0.829325468,0.170674532,0.981749049,0.003098373,0,0,0,0,0.908597986,0,0,0.042602634,0.000774593,0,0.000774593,0,0.04415182,0.01859024,0.829325
260,258,1,Heenvliet,8,1812,1942,10823,Heenvliet,oudsher,01.01.1980,525,525,8100,8156,Hoekse Waard,91,NA,7395,43143, ,525,Heenvliet,Heenvliet,NA,NA,0,1,1,1979,0,0,1240,Groot-Rijnmond,yes,39,3,1,0,0,988,4,1,17,1,11,0,8,135,32,1123,1167,32,1208,1240,2.580645161,0.682760625,0.317239375,0.974193548,0.032284768,0.002483444,0.000827815,0,0,0.817880795,0.003311258,0.000827815,0.014072848,0.000827815,0.00910596,0,0.006622517,0.111754967,0.026490066,0.682804
261,262,1,Heinenoord,8,1812,1942,10821,Heinenoord,oudsher,01.01.1984,528,528,8107,8142,Hoekse Waard,90,29,9472,42623, ,528,Heinenoord,Heinenoord,NA,NA,0,1,1,1983,0,0,1790,Groot-Rijnmond,yes,26,0,2,0,0,1135,0,0,4,0,7,0,0,616,0,1751,1779,0,1790,1790,0,0.520715958,0.479284042,1,0.01452514,0,0.001117318,0,0,0.634078212,0,0,0.002234637,0,0.003910615,0,0,0.344134078,0,0.520716
262,263,1,Hekelingen,8,1818,1942,10873,Hekelingen,1-4-1817,01.05.1966,1074,529,8245,8181,Hoekse Waard,91,NA,8360,42758, ,1074,Hekelingen,Hekelingen,1,4,1817,1,5,1966,0,0,958,Groot-Rijnmond,yes,0,0,0,0,0,924,0,0,4,0,3,0,0,5,22,929,929,22,936,958,2.296450939,0.974580411,0.025419589,0.977035491,0,0,0,0,0,0.987179487,0,0,0.004273504,0,0.003205128,0,0,0.00534188,0.023504274,0.97458
263,265,1,Hellevoetsluis,8,1812,1942,11078,Hellevoetsluis,oudsher,heden,530,530,8112,8159,Hoekse Waard,91,NA,6656,42728, ,530,Hellevoetsluis,Hellevoetsluis,NA,NA,0,NA,NA,2007,71,0,4517,Groot-Rijnmond,yes,128,36,78,15,0,3060,19,1,11,8,538,1,0,444,178,3504,3769,178,4339,4517,3.940668585,0.524499837,0.475500163,0.960593314,0.029499885,0.008296843,0.017976492,0.003457018,0,0.70523162,0.004378889,0.000230468,0.002535146,0.001843743,0.123991703,0.000230468,0,0.102327725,0.041023277,0.5245
